name,lineage,bootstrap,ambiguity,representative
Australia/VIC276/2020|EPI_ISL_419969||Australia|Victoria||2020-03-22,B.6,100/99,0,
Australia/VIC277/2020|EPI_ISL_419970||Australia|Victoria||2020-03-22,A.2,100/96,0,
Australia/VIC278/2020|EPI_ISL_419971||Australia|Victoria||2020-03-22,B.1.5,99/100,0,
Australia/VIC279/2020|EPI_ISL_419972||Australia|Victoria||2020-03-22,B.1,86,0,
Australia/VIC28/2020|EPI_ISL_419747||Australia|Victoria||2020-03-10,A.3,100/100,0,1
Australia/VIC280/2020|EPI_ISL_419973||Australia|Victoria||2020-03-22,B.2.4,98/88,0,
Australia/VIC283/2020|EPI_ISL_419974||Australia|Victoria||2020-03-22,B.1,99/100,0,
Australia/VIC284/2020|EPI_ISL_419975||Australia|Victoria||2020-03-22,B.1,99/100,0,
Australia/VIC285/2020|EPI_ISL_419976||Australia|Victoria||2020-03-22,B.1,99/100,0,
Australia/VIC286/2020|EPI_ISL_419977||Australia|Victoria||2020-03-22,B.1,99/100,0,
Australia/VIC287/2020|EPI_ISL_419978||Australia|Victoria||2020-03-22,B.1,99/93,0,
Australia/VIC288/2020|EPI_ISL_419979||Australia|Victoria||2020-03-22,A.1,100/94,0,
Australia/VIC289/2020|EPI_ISL_419980||Australia|Victoria||2020-03-22,B.1,97,0,
Australia/VIC29/2020|EPI_ISL_419748||Australia|Victoria||2020-03-10,B.1,98/98,0.01,
Australia/VIC290/2020|EPI_ISL_419981||Australia|Victoria||2020-03-22,B.2.4,78,1.34,
Australia/VIC291/2020|EPI_ISL_419982||Australia|Victoria||2020-03-23,B.1,90,0.05,
Australia/VIC292/2020|EPI_ISL_419983||Australia|Victoria||2020-03-23,B.1,99/94,0,
Australia/VIC293/2020|EPI_ISL_419984||Australia|Victoria||2020-03-23,A.5,98/81,0,
Australia/VIC294/2020|EPI_ISL_419985||Australia|Victoria||2020-03-23,B.4,52/96,0,
Australia/VIC295/2020|EPI_ISL_419986||Australia|Victoria||2020-03-23,A.2,31/96,0,
Australia/VIC296/2020|EPI_ISL_419987||Australia|Victoria||2020-03-23,B.1,98/93,0,
Australia/VIC297/2020|EPI_ISL_419988||Australia|Victoria||2020-03-23,B.1,98/71,0.01,
Australia/VIC298/2020|EPI_ISL_419989||Australia|Victoria||2020-03-23,B.1,97/91,0,
Australia/VIC299/2020|EPI_ISL_419990||Australia|Victoria||2020-03-23,B.2.1,99/90,0,
Australia/VIC30/2020|EPI_ISL_419749||Australia|Victoria||2020-03-10,B.4,97/97,0,
Australia/VIC300/2020|EPI_ISL_419991||Australia|Victoria||2020-03-23,B.1.5,99/100,0,
Australia/VIC301/2020|EPI_ISL_419992||Australia|Victoria||2020-03-23,B.2.1,100,0,
Australia/VIC302/2020|EPI_ISL_419993||Australia|Victoria||2020-03-23,B.1,99/100,0,
Australia/VIC303/2020|EPI_ISL_419994||Australia|Victoria||2020-03-23,B.1,81,0,
Australia/VIC304/2020|EPI_ISL_419995||Australia|Victoria||2020-03-23,A.2,100/97,0,
Australia/VIC305/2020|EPI_ISL_419996||Australia|Victoria||2020-03-23,B.2.4,83,0,
Australia/VIC306/2020|EPI_ISL_419997||Australia|Victoria||2020-03-23,B.1,91,0.01,
Australia/VIC307/2020|EPI_ISL_419998||Australia|Victoria||2020-03-23,B.1.13,71,0,
Australia/VIC308/2020|EPI_ISL_419999||Australia|Victoria||2020-03-23,B.1,81,0,
Australia/VIC309/2020|EPI_ISL_420000||Australia|Victoria||2020-03-23,B.1,98/100,0,
Australia/VIC31/2020|EPI_ISL_419750||Australia|Victoria||2020-03-10,B.1,26/90,0,
Australia/VIC310/2020|EPI_ISL_420001||Australia|Victoria||2020-03-23,B.1,98/96,0,
Australia/VIC311/2020|EPI_ISL_420002||Australia|Victoria||2020-03-23,B.1,98/97,0,
Australia/VIC312/2020|EPI_ISL_420003||Australia|Victoria||2020-03-23,B.1,99/100,0,
Australia/VIC313/2020|EPI_ISL_420004||Australia|Victoria||2020-03-24,B.4,97/92,0.07,
Australia/VIC314/2020|EPI_ISL_420005||Australia|Victoria||2020-03-24,B.4,59/100,0.02,
Australia/VIC315/2020|EPI_ISL_420006||Australia|Victoria||2020-03-24,B.1,98/94,0,
Australia/VIC316/2020|EPI_ISL_420007||Australia|Victoria||2020-03-24,A.1,95,0,
Australia/VIC317/2020|EPI_ISL_420008||Australia|Victoria||2020-03-24,A.1,93,0,
Australia/VIC318/2020|EPI_ISL_420009||Australia|Victoria||2020-03-24,B.1,99,0,
Australia/VIC319/2020|EPI_ISL_420010||Australia|Victoria||2020-03-24,B.1,9/100,0,
Australia/VIC32/2020|EPI_ISL_419751||Australia|Victoria||2020-03-10,A.3,100/100,0,
Australia/VIC320/2020|EPI_ISL_420011||Australia|Victoria||2020-03-24,B.1,22/99,0,
Australia/VIC321/2020|EPI_ISL_420012||Australia|Victoria||2020-03-24,B.1,26/93,0,
Australia/VIC322/2020|EPI_ISL_420013||Australia|Victoria||2020-03-24,B.2.2,88,0,
Australia/VIC323/2020|EPI_ISL_420014||Australia|Victoria||2020-03-24,B.1,Sep-98,0,
Australia/VIC324/2020|EPI_ISL_420015||Australia|Victoria||2020-03-24,B.1,98/99,0,
Australia/VIC325/2020|EPI_ISL_420016||Australia|Victoria||2020-03-24,B.2.4,99/85,0,1
Australia/VIC326/2020|EPI_ISL_420017||Australia|Victoria||2020-03-24,B.2.4,86,0,
Australia/VIC33/2020|EPI_ISL_419752||Australia|Victoria||2020-03-10,A.3,100,0,
Australia/VIC34/2020|EPI_ISL_419753||Australia|Victoria||2020-03-10,B.4,52/94,0,
Australia/VIC35/2020|EPI_ISL_419755||Australia|Victoria||2020-03-10,A.3,100,0,
Australia/VIC36/2020|EPI_ISL_419765||Australia|Victoria||2020-03-10,B.2,89,0,
Australia/VIC37/2020|EPI_ISL_419754||Australia|Victoria||2020-03-11,B.1,98/97,0.22,
Australia/VIC38/2020|EPI_ISL_419756||Australia|Victoria||2020-03-11,B.1.6,99/100,0,1
Australia/VIC39/2020|EPI_ISL_419757||Australia|Victoria||2020-03-11,B.1,84,0,
Australia/VIC40/2020|EPI_ISL_419758||Australia|Victoria||2020-03-11,A.1.2,99/64,0,
Australia/VIC41/2020|EPI_ISL_419760||Australia|Victoria||2020-03-11,A.1.2,99/78,0,1
Australia/VIC42/2020|EPI_ISL_419761||Australia|Victoria||2020-03-11,B.6,100/100,0,
Australia/VIC43/2020|EPI_ISL_419763||Australia|Victoria||2020-03-11,B.1,98/95,0.01,
Australia/VIC44/2020|EPI_ISL_419767||Australia|Victoria||2020-03-11,B.1,100,0,
Australia/VIC45/2020|EPI_ISL_419802||Australia|Victoria||2020-03-11,B.1,98/100,0,
Australia/VIC46/2020|EPI_ISL_419816||Australia|Victoria||2020-03-11,A.1,91,0,
Australia/VIC47/2020|EPI_ISL_419759||Australia|Victoria||2020-03-12,B.2.1,99/82,0,
Australia/VIC48/2020|EPI_ISL_419762||Australia|Victoria||2020-03-12,B.1,99/96,0,
Australia/VIC49/2020|EPI_ISL_419764||Australia|Victoria||2020-03-12,B.1,93,0.03,
Australia/VIC50/2020|EPI_ISL_419766||Australia|Victoria||2020-03-12,B.1,99/87,0,
Australia/VIC51/2020|EPI_ISL_419826||Australia|Victoria||2020-03-12,A.3,99,0,
Australia/VIC52/2020|EPI_ISL_419768||Australia|Victoria||2020-03-12,B.1,94,0,
Australia/VIC53/2020|EPI_ISL_419769||Australia|Victoria||2020-03-12,A.3,100,0,
Australia/VIC54/2020|EPI_ISL_419770||Australia|Victoria||2020-03-12,B.1,99/99,0,
Australia/VIC55/2020|EPI_ISL_419776||Australia|Victoria||2020-03-12,B.2,98/86,0,
Australia/VIC56/2020|EPI_ISL_419777||Australia|Victoria||2020-03-12,A.3,99/100,0,
Australia/VIC57/2020|EPI_ISL_419779||Australia|Victoria||2020-03-12,A.1,96,0,
Australia/VIC58/2020|EPI_ISL_419784||Australia|Victoria||2020-03-12,B.4,97/96,0,
Australia/VIC59/2020|EPI_ISL_419771||Australia|Victoria||2020-03-13,B.6,93,0,1
Australia/VIC60/2020|EPI_ISL_419772||Australia|Victoria||2020-03-13,A.5,98/74,0,1
Australia/VIC61/2020|EPI_ISL_419773||Australia|Victoria||2020-03-13,B.2,99/87,0.69,
Australia/VIC62/2020|EPI_ISL_419774||Australia|Victoria||2020-03-13,B.1,99/98,0,
Australia/VIC63/2020|EPI_ISL_419775||Australia|Victoria||2020-03-13,B.1,99/99,0.78,
Australia/VIC64/2020|EPI_ISL_419778||Australia|Victoria||2020-03-13,B.1,99/89,0.2,
Australia/VIC66/2020|EPI_ISL_419780||Australia|Victoria||2020-03-13,B.4,97,0,
Australia/VIC67/2020|EPI_ISL_419781||Australia|Victoria||2020-03-13,A.1,100/98,0,
Australia/VIC68/2020|EPI_ISL_419782||Australia|Victoria||2020-03-13,A.1,100/100,0,
Australia/VIC69/2020|EPI_ISL_419783||Australia|Victoria||2020-03-13,A.1,100/100,0,
Australia/VIC70/2020|EPI_ISL_419786||Australia|Victoria||2020-03-13,B.2,99/79,0,1
Australia/VIC73/2020|EPI_ISL_419785||Australia|Victoria||2020-03-14,A.3,100,0,
Australia/VIC75/2020|EPI_ISL_419787||Australia|Victoria||2020-03-14,B.1,Sep-98,0.11,
Australia/VIC76/2020|EPI_ISL_419788||Australia|Victoria||2020-03-14,A.3,100,0.79,
Australia/VIC77/2020|EPI_ISL_419789||Australia|Victoria||2020-03-14,A.3,99/100,0,
Australia/VIC78/2020|EPI_ISL_419790||Australia|Victoria||2020-03-14,B,90/98,0.01,
Australia/VIC79/2020|EPI_ISL_419791||Australia|Victoria||2020-03-14,B.2.1,74,0,1
Australia/VIC80/2020|EPI_ISL_419792||Australia|Victoria||2020-03-14,B.2.1,80,0,
Australia/VIC81/2020|EPI_ISL_419793||Australia|Victoria||2020-03-14,B.2.1,88,0,
Australia/VIC82/2020|EPI_ISL_419794||Australia|Victoria||2020-03-14,B.2.1,62/78,0,
Australia/VIC83/2020|EPI_ISL_419799||Australia|Victoria||2020-03-14,B.2,97/85,0,
Australia/VIC84/2020|EPI_ISL_419803||Australia|Victoria||2020-03-14,B.2.2,63/86,0,
Australia/VIC85/2020|EPI_ISL_419795||Australia|Victoria||2020-03-15,A.3,100,0,
Australia/VIC86/2020|EPI_ISL_419796||Australia|Victoria||2020-03-15,A.3,100,0,
Australia/VIC87/2020|EPI_ISL_419797||Australia|Victoria||2020-03-15,B.2.1,99/87,0,
Australia/VIC88/2020|EPI_ISL_419798||Australia|Victoria||2020-03-15,B.2.1,85,0,
Australia/VIC89/2020|EPI_ISL_419800||Australia|Victoria||2020-03-15,B.1.5,99/100,0,
Australia/VIC90/2020|EPI_ISL_419801||Australia|Victoria||2020-03-15,B.1,98/91,0,
Australia/VIC91/2020|EPI_ISL_419804||Australia|Victoria||2020-03-15,B.1.5,99/100,0.01,
Australia/VIC92/2020|EPI_ISL_419809||Australia|Victoria||2020-03-15,B.1,99/100,0,
Australia/VIC93/2020|EPI_ISL_419815||Australia|Victoria||2020-03-15,B.3,99/68,1.12,
Australia/VIC94/2020|EPI_ISL_419805||Australia|Victoria||2020-03-16,A.1,100/100,0,
Australia/VIC95/2020|EPI_ISL_419806||Australia|Victoria||2020-03-16,B.1,91,0.13,
Australia/VIC96/2020|EPI_ISL_419807||Australia|Victoria||2020-03-16,B,Apr-98,0.01,
Australia/VIC97/2020|EPI_ISL_419808||Australia|Victoria||2020-03-16,B.4,Jun-97,0,
Australia/VIC98/2020|EPI_ISL_419810||Australia|Victoria||2020-03-16,B.1,99,0,
Australia/VIC99/2020|EPI_ISL_419811||Australia|Victoria||2020-03-16,B.1.13,69,0,1
Australia/WA01/2020|EPI_ISL_420531||Australia|||2020-03-14,B.1.7,85,0,
Australia/WA02/2020|EPI_ISL_420532||Australia|Western_Australia|Perth|2020-03-13,B.1.7,98/84,0,
Australia/WA03/2020|EPI_ISL_420533||Australia|Western_Australia|Perth|2020-03-14,B.1,99/86,0,
Australia/WA04/2020|EPI_ISL_420536||Australia|Western_Australia|Perth|2020-03-15,A.1,95,0,
Australia/WA06/2020|EPI_ISL_420534||Australia|Western_Australia|Perth|2020-03-04,B.1.7,98/91,0,1
Australia/WA07/2020|EPI_ISL_420537||Australia|Western_Australia|Perth|2020-03-13,B.2.5,14/79,0,
Australia/WA09/2020|EPI_ISL_420538||Australia|Western_Australia|Perth|2020-03-14,A.1,100/100,0,
Australia/WA10/2020|EPI_ISL_420539||Australia|Western_Australia|Perth|2020-03-14,B.4,92,0,
Australia/WA11/202|EPI_ISL_420456||Australia|Western_Australia|Perth|2020-02-22,B.1.7,98/83,0,
Austria/CeMM0001/2020|EPI_ISL_419654||Austria|||2020-03-03,B.3,97,0.1,
Austria/CeMM0002/2020|EPI_ISL_419655||Austria|Vienna||2020-02-26,B.3,98/100,0.58,
Austria/CeMM0003/2020|EPI_ISL_419656||Austria|||2020-02-26,B.1,98/99,0,
Austria/CeMM0004/2020|EPI_ISL_419657||Austria|||2020-03-03,B.4,79,0.95,
Austria/CeMM0005/2020|EPI_ISL_419658||Austria|||2020-03-06,B.2,99/81,0,
Austria/CeMM0006/2020|EPI_ISL_419659||Austria|||2020-03-10,B.1.5,99/100,0,
Austria/CeMM0007/2020|EPI_ISL_419660||Austria|||2020-03-13,B.1,Mar-78,0.05,
Austria/CeMM0008/2020|EPI_ISL_419661||Austria|||2020-03-10,B.1.5,99/100,0.02,
Austria/CeMM0009/2020|EPI_ISL_419662||Austria|||2020-03-14,B.3,Feb-96,0.29,
Austria/CeMM0010/2020|EPI_ISL_419663||Austria|||2020-03-15,B.1,98/99,1.83,
Austria/CeMM0011/2020|EPI_ISL_419664||Austria|||2020-03-23,B.1.5,99/100,0,1
Austria/CeMM0012/2020|EPI_ISL_419665||Austria|||2020-03-10,B.1,99/88,0.01,
Austria/CeMM0013/2020|EPI_ISL_419666||Austria|||2020-03-11,B.1,99/87,0,
Austria/CeMM0014/2020|EPI_ISL_419667||Austria|||2020-03-13,B.1,99/100,0.63,
Austria/CeMM0015/2020|EPI_ISL_419668||Austria|||2020-03-13,B.1,9/100,1.07,
Austria/CeMM0016/2020|EPI_ISL_419669||Austria|||2020-03-16,B.1.5,99/100,0,
Austria/CeMM0017/2020|EPI_ISL_419670||Austria|||2020-03-16,B.1,99/89,0.01,
Austria/CeMM0018/2020|EPI_ISL_419671||Austria|||2020-03-19,B.1,May-93,0.01,
Austria/CeMM0019/2020|EPI_ISL_419672||Austria|||2020-03-19,B.1,98/95,0,
Austria/CeMM0020/2020|EPI_ISL_419673||Austria|||2020-03-22,B.1.5,99/100,0.01,
Austria/CeMM0021/2020|EPI_ISL_419674||Austria|||2020-03-24,B.1,97/88,0,
Beijing/105/2020|EPI_ISL_413518||China|Beijing||2020-01-26,A,89,0,
Beijing/231/2020|EPI_ISL_413519||China|Beijing||2020-01-28,A,94,0,
Beijing/233/2020|EPI_ISL_413520||China|Beijing||2020-01-28,A,95,0,
Beijing/235/2020|EPI_ISL_413521||China|Beijing||2020-01-28,A,14/91,0,
Beijing/IVDC-BJ-005/2020|EPI_ISL_408485||China|Beijing||2020-01-18,A.3,97/96,0.02,
Belgium/030959/2020|EPI_ISL_420320||Belgium|Ukkel||2020-03-09,B.1,99/100,0,
Belgium/AC-030982/2020|EPI_ISL_420338||Belgium|Saive||2020-03-09,B,90/100,0,
Belgium/AGR-0324174/2020|EPI_ISL_420431||Belgium|Saint-Saulve||2020-03-24,B.1,99/100,0,
Belgium/AKM-030670/2020|EPI_ISL_420326||Belgium|Winksele||2020-03-06,B.1,99,0,
Belgium/BC-03016/2020|EPI_ISL_415157||Belgium|Sint-Niklaas||2020-03-01,B.1,93,0,
Belgium/BCM-0324160/2020|EPI_ISL_420417||Belgium|Saint-Ghislain||2020-03-24,B.1.12,99/100,0,1
Belgium/BDW-030694/2020|EPI_ISL_420350||Belgium|Geluwe||2020-03-06,B.1,73,0,
Belgium/BEG-0323154/2020|EPI_ISL_420411||Belgium|Tubize||2020-03-23,B.1,98/95,0,
Belgium/BEG-0324149/2020|EPI_ISL_420406||Belgium|Confontaine||2020-03-24,B.1,99/100,0,1
Belgium/BG-030551/2020|EPI_ISL_418806||Belgium|Beersel||2020-03-05,B.1,99/100,0,
Belgium/BG-030955/2020|EPI_ISL_418984||Belgium|Kaulile||2020-03-09,B.1,91,0,
Belgium/BGM-030444/2020|EPI_ISL_420442||Belgium|Lubbeek||2020-03-04,B.1.12,99/88,0,1
Belgium/BJ-030767/2020|EPI_ISL_420323||Belgium|Waterloo||2020-03-07,B.1,99/99,0,
Belgium/BJ-0324192/2020|EPI_ISL_420412||Belgium|Koersel||2020-03-24,B,90/100,0,
Belgium/BJ-0325181/2020|EPI_ISL_420438||Belgium|Herselt||2020-03-25,B.2,62/88,0,1
Belgium/BM-03012/2020|EPI_ISL_415154||Belgium|Kraainem||2020-03-01,B.1,100,0,1
Belgium/BM-030687/2020|EPI_ISL_420343||Belgium|Andenne||2020-03-06,B.1,26/87,0,
Belgium/BS-030598/2020|EPI_ISL_420354||Belgium|Waasmunster||2020-03-05,B.1,74,0,
Belgium/BS-0325183/2020|EPI_ISL_420440||Belgium|Kain||2020-03-25,B.1,99/100,0,
Belgium/CA-0319111/2020|EPI_ISL_420368||Belgium|Boussu||2020-03-19,B.1,99/100,0,
Belgium/CCM-0324167/2020|EPI_ISL_420424||Belgium|Mons||2020-03-24,B.1,99/100,0,
Belgium/CD-030679/2020|EPI_ISL_420335||Belgium|Bierset||2020-03-06,B.1,99/99,0,1
Belgium/CF-0324119/2020|EPI_ISL_420376||Belgium|Zinnik||2020-03-24,B.1.18,99/100,0,1
Belgium/CG-030158/2020|EPI_ISL_418987||Belgium|Eupen||2020-03-01,B.3,98/100,0,
Belgium/CJE-0325178/2020|EPI_ISL_420435||Belgium|Colfontaine||2020-03-25,B.1,100,0,
Belgium/CJM-0323175/2020|EPI_ISL_420432||Belgium|Helden||2020-03-23,B.1,99/100,0,
Belgium/CK-0324150/2020|EPI_ISL_420407||Belgium|Quevaucamps||2020-03-24,B.1,99/100,0,
Belgium/DA-030691/2020|EPI_ISL_420347||Belgium|Courcelles||2020-03-06,B,90/100,0,
Belgium/DA-0319106/2020|EPI_ISL_420362||Belgium|Quevy||2020-03-18,B.1.16,90/100,0,1
Belgium/DAL-030650/2020|EPI_ISL_420446||Belgium|Oostrozebeke||2020-03-06,B.1.15,May-77,0,1
Belgium/DB-03023/2020|EPI_ISL_416470||Belgium|Couthuin||2020-03-02,B.1,99/100,0,
Belgium/DB-0323140/2020|EPI_ISL_420397||Belgium|Ukkel||2020-03-23,B.1,99/100,0,
Belgium/DBA-03032/2020|EPI_ISL_416475||Belgium|Leuven||2020-03-03,B.1,79,0,
Belgium/DBD-03024/2020|EPI_ISL_416471||Belgium|Kessel-Lo||2020-03-02,B.1.15,98/89,0,1
Belgium/DBOM-030566/2020|EPI_ISL_420322||Belgium|Elsene||2020-03-05,B.1,97/85,0,
Belgium/DCB-0324163/2020|EPI_ISL_420420||Belgium|Forchies-la-marche||2020-03-24,B.1,100,0,
Belgium/DCS-030796/2020|EPI_ISL_420352||Belgium|Sint-Gillis-Waas||2020-03-07,B,90/100,0,
Belgium/DCS-0325158/2020|EPI_ISL_420415||Belgium|Montignies-Sur-Sambre||2020-03-25,B.1.6,99/100,0,
Belgium/DD-030593/2020|EPI_ISL_420349||Belgium|Haulchin||2020-03-05,B.1,90/100,0,
Belgium/DHWM-03041/2020|EPI_ISL_417422||Belgium|Dilbeek||2020-03-04,B.1,98/100,0,
Belgium/DJ-030452/2020|EPI_ISL_420447||Belgium|Dendermonde||2020-03-04,B.1,May-73,0,
Belgium/DJMG-0325156/2020|EPI_ISL_420413||Belgium|Mouscron||2020-03-25,B.1.18,22/99,0,
Belgium/DLDJ-030569/2020|EPI_ISL_420325||Belgium|Poppel||2020-03-05,B.1,99/100,0,
Belgium/DME-0324135/2020|EPI_ISL_420392||Belgium|Linter||2020-03-24,B.2.3,98/82,0,1
Belgium/DMM-0325180/2020|EPI_ISL_420437||Belgium|Grimbergen||2020-03-25,B.2,99/82,0,
Belgium/DNS-0324176/2020|EPI_ISL_420433||Belgium|Fontaine-l_Eveque||2020-03-24,B.1,98/98,0,
Belgium/DPG-0325123/2020|EPI_ISL_420380||Belgium|Jemappes||2020-03-25,B.1,99/100,0,
Belgium/DRV-0325157/2020|EPI_ISL_420414||Belgium|Wanze||2020-03-25,B.1,99/99,0,
Belgium/DV-0324117/2020|EPI_ISL_420374||Belgium|Beersel||2020-03-24,B.2.1,62/72,0,
Belgium/DVBJ-030468/2020|EPI_ISL_420324||Belgium|Braine-le-Chateau||2020-03-04,B.1,97/78,0,
Belgium/DVG-0325146/2020|EPI_ISL_420403||Belgium|Geraardsbergen||2020-03-25,B,90/100,0,
Belgium/DWAEE-030954/2020|EPI_ISL_418983||Belgium|Asse||2020-03-09,B.1,May-70,0,
Belgium/EBN-0323116/2020|EPI_ISL_420373||Belgium|Couillet||2020-03-23,B.1,99/100,0,
Belgium/EC-0325128/2020|EPI_ISL_420385||Belgium|Genappe||2020-03-25,B.1.6,99/100,0,1
Belgium/ECC-030686/2020|EPI_ISL_420342||Belgium|Temploux||2020-03-06,B.1,98,0,
Belgium/FAE-030948/2020|EPI_ISL_420445||Belgium|Wandre||2020-03-09,B.1,98/99,0,
Belgium/FFJ-0324124/2020|EPI_ISL_420381||Belgium|Saisinne||2020-03-24,B.1,99/100,0,1
Belgium/FM-030592/2020|EPI_ISL_420348||Belgium|Havre||2020-03-05,B.1,99/96,0,
Belgium/FMC-0323159/2020|EPI_ISL_420416||Belgium|Lasne||2020-03-23,B.1,98/98,0,
Belgium/FR-03029/2020|EPI_ISL_417428||Belgium|Rixensart||2020-03-02,B.1,98/94,0,
Belgium/GE-030573/2020|EPI_ISL_420329||Belgium|Riemst||2020-03-05,B.1,100,0,
Belgium/GE-0317105/2020|EPI_ISL_420361||Belgium|Villerot||2020-03-17,B.1.16,90/100,0,1
Belgium/GHB-03021/2020|EPI_ISL_407976||Belgium|Leuven||2020-02-03,A,2,0,
Belgium/GJ-030458/2020|EPI_ISL_420319||Belgium|Montigny-le-Tilleul||2020-03-04,B.1,98/94,0,
Belgium/GJJ-0325145/2020|EPI_ISL_420402||Belgium|Zolder||2020-03-25,B.1,98/96,0,
Belgium/GL-030546/2020|EPI_ISL_418792||Belgium|Houthalen-Helchteren||2020-03-05,B.1,99,0,
Belgium/GLA-0324179/2020|EPI_ISL_420436||Belgium|Jumet||2020-03-24,B.1,99/100,0,
Belgium/GM-0323139/2020|EPI_ISL_420396||Belgium|Colfontaine||2020-03-23,B.1,99/100,0,
Belgium/GMH-03022/2020|EPI_ISL_416468||Belgium|Holsbeek||2020-03-02,B.1,May-76,0,
Belgium/GMJ-0324132/2020|EPI_ISL_420389||Belgium|Mons||2020-03-24,B.1,99/100,0,
Belgium/GOF-030578/2020|EPI_ISL_420334||Belgium|Berloz||2020-03-05,B.1,99/89,0,
Belgium/GS-030549/2020|EPI_ISL_418798||Belgium|Chaineux||2020-03-05,B.1.12,82,0,1
Belgium/GSA-030454/2020|EPI_ISL_420448||Belgium|Lubbeek||2020-03-04,B.1,May-82,0,
Belgium/HAA-030953/2020|EPI_ISL_418982||Belgium|Oevel||2020-03-09,B.2,99/80,0,
Belgium/HC-030760/2020|EPI_ISL_420451||Belgium|Mons||2020-03-07,B.1,99/100,0,
Belgium/HCM-0324151/2020|EPI_ISL_420408||Belgium|Braine-l_alleud||2020-03-24,B.1,98/90,0,
Belgium/HL-030771/2020|EPI_ISL_420327||Belgium|Zonhoven||2020-03-07,B.1,99/100,0,
Belgium/HP-0319108/2020|EPI_ISL_420364||Belgium|Anderlecht||2020-03-19,B,90/100,0,
Belgium/Human/CS-031052/2020|EPI_ISL_418800||Belgium|Gierle||2020-03-10,B.3,100,0,
Belgium/JJC-0325165/2020|EPI_ISL_420422||Belgium|Tielt-Winge||2020-03-25,B.2,14/87,0,
Belgium/JK-0305110/2020|EPI_ISL_420367||Belgium|Knokke-Heist||2020-03-05,B.1.15,98/98,0,1
Belgium/JL-03044/2020|EPI_ISL_418270||Belgium|Antwerp||2020-03-04,B.1,90,0,
Belgium/JLJ-0320101/2020|EPI_ISL_420357||Belgium|Etterbeek||2020-03-20,B.1.16,90/100,0,1
Belgium/JRH-030459/2020|EPI_ISL_418988||Belgium|Zolder||2020-03-04,B.1,74,0,
Belgium/KA-03042/2020|EPI_ISL_417424||Belgium|Kasterlee||2020-03-04,B.1,99/99,0,
Belgium/KKN-0319184/2020|EPI_ISL_420366||Belgium|Oudergem||2020-03-19,B,90/100,0,
Belgium/KN-030756/2020|EPI_ISL_420450||Belgium|Sint-Agatha-Berchem||2020-03-07,B.1.15,99/100,0,
Belgium/LD-030597/2020|EPI_ISL_420353||Belgium|Stekene||2020-03-05,B.1,Sep-96,0,
Belgium/LJ-0325148/2020|EPI_ISL_420405||Belgium|Sint-Truiden||2020-03-25,B.1,98/98,0,
Belgium/LM-030685/2020|EPI_ISL_420341||Belgium|Theux||2020-03-06,B.1,100,0,1
Belgium/LPDC-0323115/2020|EPI_ISL_420372||Belgium|Vorst||2020-03-23,B.1,99/100,0,
Belgium/LT-030956/2020|EPI_ISL_418985||Belgium|Ellezelles||2020-03-09,B.1.18,99/99,0,1
Belgium/LV-0324133/2020|EPI_ISL_420390||Belgium|Mons||2020-03-24,B.1,99/100,0,
Belgium/LY-030575/2020|EPI_ISL_420331||Belgium|Bree||2020-03-05,B.1,99/100,0,
Belgium/MAC-0324142/2020|EPI_ISL_420399||Belgium|Zoutleeuw||2020-03-24,B.1,98/96,0,
Belgium/MC-030689/2020|EPI_ISL_420345||Belgium|Couvin||2020-03-06,B.1,90/100,0,
Belgium/MC-0323129/2020|EPI_ISL_420386||Belgium|Watermaal-Bosvoorde||2020-03-23,B.1,99/100,0,
Belgium/MCW-030574/2020|EPI_ISL_420330||Belgium|Neerpelt||2020-03-05,B.1,99/99,0,
Belgium/MF-030546/2020|EPI_ISL_420444||Belgium|Lanaken||2020-03-05,B.1,73,0,
Belgium/MJP-0306100/2020|EPI_ISL_420356||Belgium|Henri-chapelle||2020-03-06,B.3,98/98,0,
Belgium/MJP-030684/2020|EPI_ISL_420340||Belgium|Henri-chapelle||2020-03-06,B.1,100,0,
Belgium/ML-0324164/2020|EPI_ISL_420421||Belgium|Zoutleeuw||2020-03-24,B.1,98/100,0,
Belgium/MMJ-03034/2020|EPI_ISL_417429||Belgium|Holsbeek||2020-03-03,B.1,May-93,0,
Belgium/MNL-0324130/2020|EPI_ISL_420387||Belgium|Sint-Agatha-Berchem||2020-03-24,B.2.3,97/80,0,1
Belgium/MS-0324134/2020|EPI_ISL_420391||Belgium|Quaregnon||2020-03-24,B.1,22/100,0,1
Belgium/MSE-0324121/2020|EPI_ISL_420378||Belgium|Frameries||2020-03-24,B,90/95,0,
Belgium/MSE-0324131/2020|EPI_ISL_420388||Belgium|Vilvoorde||2020-03-24,B.1,99/100,0,
Belgium/NA-0323141/2020|EPI_ISL_420398||Belgium|Waterloo||2020-03-23,B.1.6,99/100,0,
Belgium/NIM-0324161/2020|EPI_ISL_420418||Belgium|Nieuwerkerken||2020-03-24,B.1,98/100,0,
Belgium/NJC-0324126/2020|EPI_ISL_420383||Belgium|Bassilly||2020-03-24,B.1.18,22/100,0,1
Belgium/NKMA-0324172/2020|EPI_ISL_420429||Belgium|Ladeuze||2020-03-24,B.1,99/100,0,
Belgium/NKR-030645/2020|EPI_ISL_418795||Belgium|Ganshoren||2020-03-06,B.1,99/100,0,
Belgium/NL-030447/2020|EPI_ISL_420314||Belgium|Brussel||2020-03-04,B.1,86,0,
