header	name	GISAID	country	date	lineage	representative
USA/CA-CDPH-UC2/2020|EPI_ISL_413558|2020-02-27	USA/CA-CDPH-UC2/2020	EPI_ISL_413558	USA	2020-02-27	B	
USA/CA-CDPH-UC3/2020|EPI_ISL_413559|2020-02-27	USA/CA-CDPH-UC3/2020	EPI_ISL_413559	USA	2020-02-27	B	
USA/WA-S3/2020|EPI_ISL_413560|2020-02-28	USA/WA-S3/2020	EPI_ISL_413560	USA	2020-02-28	A.1	
USA/CA-CDPH-UC4/2020|EPI_ISL_413561|2020-02-27	USA/CA-CDPH-UC4/2020	EPI_ISL_413561	USA	2020-02-27	B	
USA/WA11-UW7/2020|EPI_ISL_413562|2020-03-02	USA/WA11-UW7/2020	EPI_ISL_413562	USA	2020-03-02	A.1	
USA/WA12-UW8/2020|EPI_ISL_413563|2020-03-03	USA/WA12-UW8/2020	EPI_ISL_413563	USA	2020-03-03	A.1	
Netherlands/Andel_1365066/2020|EPI_ISL_413564|2020-03-01	Netherlands/Andel_1365066/2020	EPI_ISL_413564	Netherlands	2020-03-01	B	
Netherlands/Berlicum_1363564/2020|EPI_ISL_413565|2020-02-24	Netherlands/Berlicum_1363564/2020	EPI_ISL_413565	Netherlands	2020-02-24	B.1	
Netherlands/Blaricum_1364780/2020|EPI_ISL_413566|2020-03-02	Netherlands/Blaricum_1364780/2020	EPI_ISL_413566	Netherlands	2020-03-02	B.1	
Netherlands/Dalen_1363624/2020|EPI_ISL_413568|2020-03-01	Netherlands/Dalen_1363624/2020	EPI_ISL_413568	Netherlands	2020-03-01	B	
Netherlands/Delft_1363424/2020|EPI_ISL_413569|2020-02-28	Netherlands/Delft_1363424/2020	EPI_ISL_413569	Netherlands	2020-02-28	B.1	
Netherlands/Diemen_1363454/2020|EPI_ISL_413570|2020-02-28	Netherlands/Diemen_1363454/2020	EPI_ISL_413570	Netherlands	2020-02-28	B.1	
Netherlands/Eindhoven_1363782/2020|EPI_ISL_413571|2020-03-02	Netherlands/Eindhoven_1363782/2020	EPI_ISL_413571	Netherlands	2020-03-02	B.1	
Netherlands/Haarlem_1363688/2020|EPI_ISL_413572|2020-03-01	Netherlands/Haarlem_1363688/2020	EPI_ISL_413572	Netherlands	2020-03-01	B.1	
Netherlands/Hardinxveld_Giessendam_1364806/2020|EPI_ISL_413573|2020-03-02	Netherlands/Hardinxveld_Giessendam_1364806/2020	EPI_ISL_413573	Netherlands	2020-03-02	B	
Netherlands/Helmond_1363548/2020|EPI_ISL_413574|2020-02-29	Netherlands/Helmond_1363548/2020	EPI_ISL_413574	Netherlands	2020-02-29	B.1	
NetherlandsL/Houten_1363498/2020|EPI_ISL_413575|2020-02-29	NetherlandsL/Houten_1363498/2020	EPI_ISL_413575	Netherlands	2020-02-29	B.1	
Netherlands/Loon_op_zand_1363512/2020|EPI_ISL_413576|2020-02-29	Netherlands/Loon_op_zand_1363512/2020	EPI_ISL_413576	Netherlands	2020-02-29	B	
Netherlands/Naarden_1364774/2020|EPI_ISL_413577|2020-03-02	Netherlands/Naarden_1364774/2020	EPI_ISL_413577	Netherlands	2020-03-02	B	
Netherlands/Nieuwendijk_1363582/2020|EPI_ISL_413578|2020-03-01	Netherlands/Nieuwendijk_1363582/2020	EPI_ISL_413578	Netherlands	2020-03-01	B	
Netherlands/Nootdorp_1364222/2020|EPI_ISL_413579|2020-03-03	Netherlands/Nootdorp_1364222/2020	EPI_ISL_413579	Netherlands	2020-03-03	B.1	
Netherlands/Oisterwijk_1364072/2020|EPI_ISL_413580|2020-03-02	Netherlands/Oisterwijk_1364072/2020	EPI_ISL_413580	Netherlands	2020-03-02	B	
Netherlands/Oss_1363500/2020|EPI_ISL_413581|2020-02-29	Netherlands/Oss_1363500/2020	EPI_ISL_413581	Netherlands	2020-02-29	B	
Netherlands/Rotterdam_1363790/2020|EPI_ISL_413582|2020-03-01	Netherlands/Rotterdam_1363790/2020	EPI_ISL_413582	Netherlands	2020-03-01	B	
Netherlands/Rotterdam_1364040/2020|EPI_ISL_413583|2020-03-02	Netherlands/Rotterdam_1364040/2020	EPI_ISL_413583	Netherlands	2020-03-02	B	
Netherlands/Rotterdam_1364740/2020|EPI_ISL_413584|2020-03-03	Netherlands/Rotterdam_1364740/2020	EPI_ISL_413584	Netherlands	2020-03-03	B.1	
Netherlands/Tilburg_1363354/2020|EPI_ISL_413586|2020-02-27	Netherlands/Tilburg_1363354/2020	EPI_ISL_413586	Netherlands	2020-02-27	B	
Netherlands/Tilburg_1364286/2020|EPI_ISL_413587|2020-03-03	Netherlands/Tilburg_1364286/2020	EPI_ISL_413587	Netherlands	2020-03-03	B.1	
Netherlands/Utrecht_1363564/2020|EPI_ISL_413588|2020-03-01	Netherlands/Utrecht_1363564/2020	EPI_ISL_413588	Netherlands	2020-03-01	B.1	
Netherlands/Utrecht_1363628/2020|EPI_ISL_413589|2020-03-01	Netherlands/Utrecht_1363628/2020	EPI_ISL_413589	Netherlands	2020-03-01	B.1	
Netherlands/Utrecht_1364066/2020|EPI_ISL_413590|2020-03-02	Netherlands/Utrecht_1364066/2020	EPI_ISL_413590	Netherlands	2020-03-02	B	
Netherlands/Zeewolde_1365080/2020|EPI_ISL_413591|2020-03-02	Netherlands/Zeewolde_1365080/2020	EPI_ISL_413591	Netherlands	2020-03-02	B.1	
Taiwan/NTU03/2020|EPI_ISL_413592|2020-03-02	Taiwan/NTU03/2020	EPI_ISL_413592	Taiwan	2020-03-02	B.1	
Luxembourg/Lux1/2020|EPI_ISL_413593|2020-02-29	Luxembourg/Lux1/2020	EPI_ISL_413593	Luxembourg	2020-02-29	B.1.10	1
Australia/NSW08/2020|EPI_ISL_413594|2020-02-28	Australia/NSW08/2020	EPI_ISL_413594	Australia	2020-02-28	B	
Australia/NSW09/2020|EPI_ISL_413595|2020-02-28	Australia/NSW09/2020	EPI_ISL_413595	Australia	2020-02-28	B.4.1	
Australia/NSW10/2020|EPI_ISL_413596|2020-02-28	Australia/NSW10/2020	EPI_ISL_413596	Australia	2020-02-28	B	
Australia/NSW11/2020|EPI_ISL_413597|2020-03-02	Australia/NSW11/2020	EPI_ISL_413597	Australia	2020-03-02	B.4.1	1
Australia/NSW12/2020|EPI_ISL_413598|2020-03-04	Australia/NSW12/2020	EPI_ISL_413598	Australia	2020-03-04	B.4.1	
Australia/NSW13/2020|EPI_ISL_413599|2020-03-04	Australia/NSW13/2020	EPI_ISL_413599	Australia	2020-03-04	B.4.2	
Australia/NSW14/2020|EPI_ISL_413600|2020-03-03	Australia/NSW14/2020	EPI_ISL_413600	Australia	2020-03-03	B.4	
USA/WA13-UW9/2020|EPI_ISL_413601|2020-03-02	USA/WA13-UW9/2020	EPI_ISL_413601	USA	2020-03-02	A.1	
Finland/FIN03032020A/2020|EPI_ISL_413602|2020-03-03	Finland/FIN03032020A/2020	EPI_ISL_413602	Finland	2020-03-03	B.1	
Finland/FIN03032020B/2020|EPI_ISL_413603|2020-03-03	Finland/FIN03032020B/2020	EPI_ISL_413603	Finland	2020-03-03	B.2	
Finland/FIN03032020C/2020|EPI_ISL_413604|2020-03-03	Finland/FIN03032020C/2020	EPI_ISL_413604	Finland	2020-03-03	B.1	
Finland/FIN01032020/2020|EPI_ISL_413605|2020-03-01	Finland/FIN01032020/2020	EPI_ISL_413605	Finland	2020-03-01	B.2	
USA/CruiseA-1/2020|EPI_ISL_413606|2020-02-17	USA/CruiseA-1/2020	EPI_ISL_413606	USA	2020-02-17	B	
USA/CruiseA-2/2020|EPI_ISL_413607|2020-02-18	USA/CruiseA-2/2020	EPI_ISL_413607	USA	2020-02-18	B	
USA/CruiseA-3/2020|EPI_ISL_413608|2020-02-18	USA/CruiseA-3/2020	EPI_ISL_413608	USA	2020-02-18	B	
USA/CruiseA-4/2020|EPI_ISL_413609|2020-02-21	USA/CruiseA-4/2020	EPI_ISL_413609	USA	2020-02-21	B	
USA/CruiseA-5/2020|EPI_ISL_413610|2020-02-21	USA/CruiseA-5/2020	EPI_ISL_413610	USA	2020-02-21	B	
USA/CruiseA-6/2020|EPI_ISL_413611|2020-02-21	USA/CruiseA-6/2020	EPI_ISL_413611	USA	2020-02-21	B	
USA/CruiseA-7/2020|EPI_ISL_413612|2020-02-17	USA/CruiseA-7/2020	EPI_ISL_413612	USA	2020-02-17	B	
USA/CruiseA-8/2020|EPI_ISL_413613|2020-02-17	USA/CruiseA-8/2020	EPI_ISL_413613	USA	2020-02-17	B	
USA/CruiseA-9/2020|EPI_ISL_413614|2020-02-17	USA/CruiseA-9/2020	EPI_ISL_413614	USA	2020-02-17	B	
USA/CruiseA-10/2020|EPI_ISL_413615|2020-02-17	USA/CruiseA-10/2020	EPI_ISL_413615	USA	2020-02-17	B	
USA/CruiseA-11/2020|EPI_ISL_413616|2020-02-17	USA/CruiseA-11/2020	EPI_ISL_413616	USA	2020-02-17	B	
USA/CruiseA-12/2020|EPI_ISL_413617|2020-02-20	USA/CruiseA-12/2020	EPI_ISL_413617	USA	2020-02-20	B	
USA/CruiseA-13/2020|EPI_ISL_413618|2020-02-20	USA/CruiseA-13/2020	EPI_ISL_413618	USA	2020-02-20	B	
USA/CruiseA-14/2020|EPI_ISL_413619|2020-02-25	USA/CruiseA-14/2020	EPI_ISL_413619	USA	2020-02-25	B	
USA/CruiseA-15/2020|EPI_ISL_413620|2020-02-18	USA/CruiseA-15/2020	EPI_ISL_413620	USA	2020-02-18	B	
USA/CruiseA-16/2020|EPI_ISL_413621|2020-02-18	USA/CruiseA-16/2020	EPI_ISL_413621	USA	2020-02-18	B	
USA/CruiseA-17/2020|EPI_ISL_413622|2020-02-24	USA/CruiseA-17/2020	EPI_ISL_413622	USA	2020-02-24	B	
USA/CruiseA-18/2020|EPI_ISL_413623|2020-02-24	USA/CruiseA-18/2020	EPI_ISL_413623	USA	2020-02-24	B	
Portugal/CV62/2020|EPI_ISL_413647|2020-03-01	Portugal/CV62/2020	EPI_ISL_413647	Portugal	2020-03-01	B.1	
Portugal/CV63/2020|EPI_ISL_413648|2020-03-01	Portugal/CV63/2020	EPI_ISL_413648	Portugal	2020-03-01	B.1	
USA/WA14-UW10/2020|EPI_ISL_413649|2020-03-05	USA/WA14-UW10/2020	EPI_ISL_413649	USA	2020-03-05	A.1	
USA/WA15-UW11/2020|EPI_ISL_413650|2020-03-05	USA/WA15-UW11/2020	EPI_ISL_413650	USA	2020-03-05	A.1	
USA/WA16-UW12/2020|EPI_ISL_413651|2020-03-05	USA/WA16-UW12/2020	EPI_ISL_413651	USA	2020-03-05	A.1	
USA/WA17-UW13/2020|EPI_ISL_413652|2020-03-05	USA/WA17-UW13/2020	EPI_ISL_413652	USA	2020-03-05	A.1	
USA/WA18-UW14/2020|EPI_ISL_413653|2020-03-05	USA/WA18-UW14/2020	EPI_ISL_413653	USA	2020-03-05	A.1	
Guangdong/GDFS2020054-P0005/2020|EPI_ISL_413850|2020-02-10	Guangdong/GDFS2020054-P0005/2020	EPI_ISL_413850	China	2020-02-10	B	
Guangdong/2020XN4373-P0039/2020|EPI_ISL_413851|2020-01-30	Guangdong/2020XN4373-P0039/2020	EPI_ISL_413851	China	2020-01-30	B	
Guangdong/2020XN4433-P0040/2020|EPI_ISL_413852|2020-01-30	Guangdong/2020XN4433-P0040/2020	EPI_ISL_413852	China	2020-01-30	B	
Guangdong/2020XN4243-P0035/2020|EPI_ISL_413853|2020-01-30	Guangdong/2020XN4243-P0035/2020	EPI_ISL_413853	China	2020-01-30	A	
Guangdong/2020XN4475-P0042/2020|EPI_ISL_413854|2020-01-30	Guangdong/2020XN4475-P0042/2020	EPI_ISL_413854	China	2020-01-30	A	
Guangdong/GD2020234-P0023/2020|EPI_ISL_413855|2020-02-07	Guangdong/GD2020234-P0023/2020	EPI_ISL_413855	China	2020-02-07	A	
Guangdong/GD2020233-P0027/2020|EPI_ISL_413856|2020-02-07	Guangdong/GD2020233-P0027/2020	EPI_ISL_413856	China	2020-02-07	A	
Guangdong/2020XN4448-P0002/2020|EPI_ISL_413857|2020-01-31	Guangdong/2020XN4448-P0002/2020	EPI_ISL_413857	China	2020-01-31	B	
Guangdong/2020XN4459-P0041/2020|EPI_ISL_413858|2020-01-30	Guangdong/2020XN4459-P0041/2020	EPI_ISL_413858	China	2020-01-30	A	
Guangdong/2020XN4276-P0037/2020|EPI_ISL_413859|2020-01-31	Guangdong/2020XN4276-P0037/2020	EPI_ISL_413859	China	2020-01-31	A	
Guangdong/2020XN4273-P0036/2020|EPI_ISL_413860|2020-01-30	Guangdong/2020XN4273-P0036/2020	EPI_ISL_413860	China	2020-01-30	A	
Guangdong/GD2020080-P0010/2020|EPI_ISL_413861|2020-02-01	Guangdong/GD2020080-P0010/2020	EPI_ISL_413861	China	2020-02-01	B	
Guangdong/GD2020086-P0021/2020|EPI_ISL_413862|2020-02-01	Guangdong/GD2020086-P0021/2020	EPI_ISL_413862	China	2020-02-01	A	
Guangdong/GD2020087-P0008/2020|EPI_ISL_413863|2020-02-01	Guangdong/GD2020087-P0008/2020	EPI_ISL_413863	China	2020-02-01	B	
Guangdong/GD2020246-P0028/2020|EPI_ISL_413864|2020-02-09	Guangdong/GD2020246-P0028/2020	EPI_ISL_413864	China	2020-02-09	B	
Guangdong/GDSZ202008-P0020/2020|EPI_ISL_413866|2020-02-05	Guangdong/GDSZ202008-P0020/2020	EPI_ISL_413866	China	2020-02-05	B	
Guangdong/GDSZ202015-P0019/2020|EPI_ISL_413867|2020-02-05	Guangdong/GDSZ202015-P0019/2020	EPI_ISL_413867	China	2020-02-05	A	
Guangdong/GDFS2020127-P0026/2020|EPI_ISL_413874|2020-02-12	Guangdong/GDFS2020127-P0026/2020	EPI_ISL_413874	China	2020-02-12	B	
Guangdong/GDFS2020052-P0025/2020|EPI_ISL_413875|2020-02-10	Guangdong/GDFS2020052-P0025/2020	EPI_ISL_413875	China	2020-02-10	B	
Guangdong/GD2020139-P0007/2020|EPI_ISL_413882|2020-02-02	Guangdong/GD2020139-P0007/2020	EPI_ISL_413882	China	2020-02-02	B	
Guangdong/GD2020115-P0009/2020|EPI_ISL_413884|2020-02-01	Guangdong/GD2020115-P0009/2020	EPI_ISL_413884	China	2020-02-01	B	
Guangdong/2020XN4239-P0034/2020|EPI_ISL_413888|2020-01-30	Guangdong/2020XN4239-P0034/2020	EPI_ISL_413888	China	2020-01-30	B	
Guangdong/2020XN4291-P0038/2020|EPI_ISL_413889|2020-01-30	Guangdong/2020XN4291-P0038/2020	EPI_ISL_413889	China	2020-01-30	A	
USA/CA-CDPH-UC5/2020|EPI_ISL_413922|2020-03-05	USA/CA-CDPH-UC5/2020	EPI_ISL_413922	USA	2020-03-05	A.1	
USA/CA-CDPH-UC6/2020|EPI_ISL_413924|2020-03-05	USA/CA-CDPH-UC6/2020	EPI_ISL_413924	USA	2020-03-05	A.1	
USA/CA-CDPH-UC7/2020|EPI_ISL_413925|2020-03-05	USA/CA-CDPH-UC7/2020	EPI_ISL_413925	USA	2020-03-05	A.1	
USA/CA-CDPH-UC8/2020|EPI_ISL_413926|2020-03-05	USA/CA-CDPH-UC8/2020	EPI_ISL_413926	USA	2020-03-05	A.1	
USA/CA-CDPH-UC9/2020|EPI_ISL_413928|2020-03-05	USA/CA-CDPH-UC9/2020	EPI_ISL_413928	USA	2020-03-05	A.1	
USA/UC-CDPH-UC11/2020|EPI_ISL_413931|2020-03-05	USA/UC-CDPH-UC11/2020	EPI_ISL_413931	USA	2020-03-05	A.1	
Switzerland/TI9486/2020|EPI_ISL_413996|2020-02-24	Switzerland/TI9486/2020	EPI_ISL_413996	Switzerland	2020-02-24	B.1	
Switzerland/GE3895/2020|EPI_ISL_413997|2020-02-26	Switzerland/GE3895/2020	EPI_ISL_413997	Switzerland	2020-02-26	B.1	
Switzerland/AG0361/2020|EPI_ISL_413999|2020-02-27	Switzerland/AG0361/2020	EPI_ISL_413999	Switzerland	2020-02-27	B.1	
England/200940527/2020|EPI_ISL_414005|2020-02-25	England/200940527/2020	EPI_ISL_414005	UK	2020-02-25	B.2.1	
England/200990724/2020|EPI_ISL_414006|2020-02-28	England/200990724/2020	EPI_ISL_414006	UK	2020-02-28	B.2.1	
England/200990725/2020|EPI_ISL_414007|2020-02-28	England/200990725/2020	EPI_ISL_414007	UK	2020-02-28	B.2.1	
England/200960041/2020|EPI_ISL_414008|2020-02-27	England/200960041/2020	EPI_ISL_414008	UK	2020-02-27	B.4	
England/200960515/2020|EPI_ISL_414009|2020-02-25	England/200960515/2020	EPI_ISL_414009	UK	2020-02-25	B.2	
England/200981386/2020|EPI_ISL_414010|2020-02-26	England/200981386/2020	EPI_ISL_414010	UK	2020-02-26	B.1	
England/200990006/2020|EPI_ISL_414011|2020-02-26	England/200990006/2020	EPI_ISL_414011	UK	2020-02-26	B.2	
England/200990723/2020|EPI_ISL_414012|2020-02-27	England/200990723/2020	EPI_ISL_414012	UK	2020-02-27	B.1	
England/201000003/2020|EPI_ISL_414013|2020-03-01	England/201000003/2020	EPI_ISL_414013	UK	2020-03-01	B.2	
Brazil/SPBR-03/2020|EPI_ISL_414014|2020-03-02	Brazil/SPBR-03/2020	EPI_ISL_414014	Brazil	2020-03-02	B.1	
Brazil/SPBR-06/2020|EPI_ISL_414015|2020-02-29	Brazil/SPBR-06/2020	EPI_ISL_414015	Brazil	2020-02-29	B.1	
Brazil/SPBR-05/2020|EPI_ISL_414016|2020-02-29	Brazil/SPBR-05/2020	EPI_ISL_414016	Brazil	2020-02-29	B.1	
Brazil/SPBR-04/2020|EPI_ISL_414017|2020-03-04	Brazil/SPBR-04/2020	EPI_ISL_414017	Brazil	2020-03-04	B.1	
Switzerland/GE3121/2020|EPI_ISL_414019|2020-02-27	Switzerland/GE3121/2020	EPI_ISL_414019	Switzerland	2020-02-27	B.1	
Switzerland/GE5373/2020|EPI_ISL_414020|2020-02-27	Switzerland/GE5373/2020	EPI_ISL_414020	Switzerland	2020-02-27	B.1	
Switzerland/BL0902/2020|EPI_ISL_414021|2020-02-27	Switzerland/BL0902/2020	EPI_ISL_414021	Switzerland	2020-02-27	B.1	
Switzerland/GE9586/2020|EPI_ISL_414022|2020-02-27	Switzerland/GE9586/2020	EPI_ISL_414022	Switzerland	2020-02-27	B.1	
Switzerland/VD5615/2020|EPI_ISL_414023|2020-03-01	Switzerland/VD5615/2020	EPI_ISL_414023	Switzerland	2020-03-01	B.1	
Scotland/CVR02/2020|EPI_ISL_414024|2020-03-02	Scotland/CVR02/2020	EPI_ISL_414024	UK	2020-03-02	B	
Scotland/CVR03/2020|EPI_ISL_414025|2020-03-01	Scotland/CVR03/2020	EPI_ISL_414025	UK	2020-03-01	B.1	
Scotland/CVR04/2020|EPI_ISL_414026|2020-03-04	Scotland/CVR04/2020	EPI_ISL_414026	UK	2020-03-04	B	
Scotland/CVR05/2020|EPI_ISL_414027|2020-03-04	Scotland/CVR05/2020	EPI_ISL_414027	UK	2020-03-04	B.1	
England/200641094/2020|EPI_ISL_414040|2020-02-05	England/200641094/2020	EPI_ISL_414040	UK	2020-02-05	B	
England/200690245/2020|EPI_ISL_414041|2020-02-08	England/200690245/2020	EPI_ISL_414041	UK	2020-02-08	B	
England/200690300/2020|EPI_ISL_414042|2020-02-08	England/200690300/2020	EPI_ISL_414042	UK	2020-02-08	B	
England/200690306/2020|EPI_ISL_414043|2020-02-07	England/200690306/2020	EPI_ISL_414043	UK	2020-02-07	B	
England/200690756/2020|EPI_ISL_414044|2020-02-08	England/200690756/2020	EPI_ISL_414044	UK	2020-02-08	B	
Brazil-RJ/314/2020|EPI_ISL_414045|2020-03-04	Brazil-RJ/314/2020	EPI_ISL_414045	Brazil	2020-03-04	B.1	
USA/WA-UW15/2020|EPI_ISL_414363|2020-03-04	USA/WA-UW15/2020	EPI_ISL_414363	USA	2020-03-04	A.1	
USA/WA-UW16/2020|EPI_ISL_414364|2020-03-05	USA/WA-UW16/2020	EPI_ISL_414364	USA	2020-03-05	A.1	
USA/WA-UW17/2020|EPI_ISL_414365|2020-03-06	USA/WA-UW17/2020	EPI_ISL_414365	USA	2020-03-06	A.1	
USA/WA-UW18/2020|EPI_ISL_414366|2020-03-05	USA/WA-UW18/2020	EPI_ISL_414366	USA	2020-03-05	A.1	
USA/WA-UW19/2020|EPI_ISL_414367|2020-03-05	USA/WA-UW19/2020	EPI_ISL_414367	USA	2020-03-05	A.1	
USA/WA-UW20/2020|EPI_ISL_414368|2020-03-05	USA/WA-UW20/2020	EPI_ISL_414368	USA	2020-03-05	A.1	
USA/WA-UW21/2020|EPI_ISL_414369|2020-03-05	USA/WA-UW21/2020	EPI_ISL_414369	USA	2020-03-05	A.1	
Singapore/12/2020|EPI_ISL_414378|2020-02-17	Singapore/12/2020	EPI_ISL_414378	Singapore	2020-02-17	A	
Singapore/13/2020|EPI_ISL_414379|2020-02-18	Singapore/13/2020	EPI_ISL_414379	Singapore	2020-02-18	A	
Singapore/14/2020|EPI_ISL_414380|2020-02-19	Singapore/14/2020	EPI_ISL_414380	Singapore	2020-02-19	A	
Australia/QLD09/2020|EPI_ISL_414414|2020-02-29	Australia/QLD09/2020	EPI_ISL_414414	Australia	2020-02-29	B.4	
Netherlands/Gelderland_1/2020|EPI_ISL_414423|2020-03-02	Netherlands/Gelderland_1/2020	EPI_ISL_414423	Netherlands	2020-03-02	B.1	
Netherlands/Limburg_2/2020|EPI_ISL_414424|2020-03-03	Netherlands/Limburg_2/2020	EPI_ISL_414424	Netherlands	2020-03-03	B.1	
Netherlands/Limburg_3/2020|EPI_ISL_414425|2020-03-03	Netherlands/Limburg_3/2020	EPI_ISL_414425	Netherlands	2020-03-03	B.1	
Netherlands/Limburg_4/2020|EPI_ISL_414426|2020-03-03	Netherlands/Limburg_4/2020	EPI_ISL_414426	Netherlands	2020-03-03	B.3	
Netherlands/Limburg_6/2020|EPI_ISL_414427|2020-03-03	Netherlands/Limburg_6/2020	EPI_ISL_414427	Netherlands	2020-03-03	B	
Netherlands/NoordBrabant_1/2020|EPI_ISL_414428|2020-03-02	Netherlands/NoordBrabant_1/2020	EPI_ISL_414428	Netherlands	2020-03-02	B.1	
Netherlands/NoordBrabant_3/2020|EPI_ISL_414429|2020-03-02	Netherlands/NoordBrabant_3/2020	EPI_ISL_414429	Netherlands	2020-03-02	B.1	
Netherlands/NoordBrabant_5/2020|EPI_ISL_414430|2020-03-05	Netherlands/NoordBrabant_5/2020	EPI_ISL_414430	Netherlands	2020-03-05	B	
Netherlands/NoordBrabant_10/2020|EPI_ISL_414431|2020-03-02	Netherlands/NoordBrabant_10/2020	EPI_ISL_414431	Netherlands	2020-03-02	B	
Netherlands/NoordBrabant_11/2020|EPI_ISL_414432|2020-03-02	Netherlands/NoordBrabant_11/2020	EPI_ISL_414432	Netherlands	2020-03-02	B	
Netherlands/NoordHolland_1/2020|EPI_ISL_414433|2020-03-03	Netherlands/NoordHolland_1/2020	EPI_ISL_414433	Netherlands	2020-03-03	B.1	
Netherlands/Overijssel_1/2020|EPI_ISL_414434|2020-03-03	Netherlands/Overijssel_1/2020	EPI_ISL_414434	Netherlands	2020-03-03	B.1	
Netherlands/Utrecht_1/2020|EPI_ISL_414435|2020-03-03	Netherlands/Utrecht_1/2020	EPI_ISL_414435	Netherlands	2020-03-03	B.1	
Netherlands/Utrecht_2/2020|EPI_ISL_414436|2020-03-03	Netherlands/Utrecht_2/2020	EPI_ISL_414436	Netherlands	2020-03-03	B.1	
Netherlands/Utrecht_3/2020|EPI_ISL_414437|2020-03-03	Netherlands/Utrecht_3/2020	EPI_ISL_414437	Netherlands	2020-03-03	B.1	
Netherlands/Utrecht_4/2020|EPI_ISL_414438|2020-03-03	Netherlands/Utrecht_4/2020	EPI_ISL_414438	Netherlands	2020-03-03	B.1	
Netherlands/Utrecht_5/2020|EPI_ISL_414439|2020-03-02	Netherlands/Utrecht_5/2020	EPI_ISL_414439	Netherlands	2020-03-02	B.1	
Netherlands/Utrecht_7/2020|EPI_ISL_414440|2020-03-03	Netherlands/Utrecht_7/2020	EPI_ISL_414440	Netherlands	2020-03-03	B.1	
Netherlands/Utrecht_8/2020|EPI_ISL_414441|2020-03-03	Netherlands/Utrecht_8/2020	EPI_ISL_414441	Netherlands	2020-03-03	B.1	
Netherlands/Utrecht_10/2020|EPI_ISL_414442|2020-03-03	Netherlands/Utrecht_10/2020	EPI_ISL_414442	Netherlands	2020-03-03	B.1	
Netherlands/Utrecht_11/2020|EPI_ISL_414443|2020-03-03	Netherlands/Utrecht_11/2020	EPI_ISL_414443	Netherlands	2020-03-03	B.1	
Netherlands/ZuidHolland_1/2020|EPI_ISL_414444|2020-03-02	Netherlands/ZuidHolland_1/2020	EPI_ISL_414444	Netherlands	2020-03-02	B.1	
Netherlands/ZuidHolland_9/2020|EPI_ISL_414445|2020-03-03	Netherlands/ZuidHolland_9/2020	EPI_ISL_414445	Netherlands	2020-03-03	B.1	
Netherlands/ZuidHolland_10/2020|EPI_ISL_414446|2020-03-03	Netherlands/ZuidHolland_10/2020	EPI_ISL_414446	Netherlands	2020-03-03	B.1	
Netherlands/Limburg_5/2020|EPI_ISL_414448|2020-03-04	Netherlands/Limburg_5/2020	EPI_ISL_414448	Netherlands	2020-03-04	B.1	
Netherlands/NoordBrabant_2/2020|EPI_ISL_414449|2020-03-03	Netherlands/NoordBrabant_2/2020	EPI_ISL_414449	Netherlands	2020-03-03	B.1	
Netherlands/NoordBrabant_4/2020|EPI_ISL_414450|2020-03-06	Netherlands/NoordBrabant_4/2020	EPI_ISL_414450	Netherlands	2020-03-06	B.1	
Netherlands/NoordBrabant_6/2020|EPI_ISL_414451|2020-03-06	Netherlands/NoordBrabant_6/2020	EPI_ISL_414451	Netherlands	2020-03-06	B.2	
Netherlands/NoordBrabant_12/2020|EPI_ISL_414452|2020-03-06	Netherlands/NoordBrabant_12/2020	EPI_ISL_414452	Netherlands	2020-03-06	B	
Netherlands/NoordBrabant_13/2020|EPI_ISL_414453|2020-03-06	Netherlands/NoordBrabant_13/2020	EPI_ISL_414453	Netherlands	2020-03-06	B.1.8	
Netherlands/NoordBrabant_14/2020|EPI_ISL_414454|2020-03-05	Netherlands/NoordBrabant_14/2020	EPI_ISL_414454	Netherlands	2020-03-05	B.1	
Netherlands/NoordBrabant_15/2020|EPI_ISL_414455|2020-03-06	Netherlands/NoordBrabant_15/2020	EPI_ISL_414455	Netherlands	2020-03-06	B.1	
Netherlands/NoordBrabant_16/2020|EPI_ISL_414456|2020-03-04	Netherlands/NoordBrabant_16/2020	EPI_ISL_414456	Netherlands	2020-03-04	B.1	
Netherlands/NoordBrabant_17/2020|EPI_ISL_414457|2020-03-06	Netherlands/NoordBrabant_17/2020	EPI_ISL_414457	Netherlands	2020-03-06	B.1	
Netherlands/NoordBrabant_18/2020|EPI_ISL_414458|2020-03-05	Netherlands/NoordBrabant_18/2020	EPI_ISL_414458	Netherlands	2020-03-05	B	
Netherlands/NoordBrabant_19/2020|EPI_ISL_414459|2020-03-06	Netherlands/NoordBrabant_19/2020	EPI_ISL_414459	Netherlands	2020-03-06	B	
Netherlands/Overijssel_2/2020|EPI_ISL_414460|2020-03-03	Netherlands/Overijssel_2/2020	EPI_ISL_414460	Netherlands	2020-03-03	B.1	
Netherlands/Utrecht_6/2020|EPI_ISL_414461|2020-03-04	Netherlands/Utrecht_6/2020	EPI_ISL_414461	Netherlands	2020-03-04	B.1	
Netherlands/Utrecht_12/2020|EPI_ISL_414462|2020-03-04	Netherlands/Utrecht_12/2020	EPI_ISL_414462	Netherlands	2020-03-04	B	
Netherlands/Utrecht_13/2020|EPI_ISL_414463|2020-03-04	Netherlands/Utrecht_13/2020	EPI_ISL_414463	Netherlands	2020-03-04	B.1	
